BAU302	o0001866	2490	11129	|LAK617×BAD|	U+12503	𒔃						
BAU303	o0027210	2491	11130	|LAK617×DUN₃@g@g|	U+12504	𒔄						
BAU304	o0027212	2492	11135	|LAK617×LA@n|								
BAU305	o0001868	2493	11134	|LAK617×LA|	U+12506	𒔆						
BAU306		2494	0								
BAU307	o0000278	2495	8624	KEŠ₂	U+1219F	𒆟						
BAU307	o0000278	2495	8624	KEŠ₂	U+1219F	𒆟						
BAU308	o0000228	2496	6638	GURUŠ	U+12128	𒄨						
BAU308	o0000228	2496	6638	GURUŠ	U+12128	𒄨						
BAU309	o0002555	2497	22728	|URU×BAR|	U+1233A	𒌺						
BAU310	o0000094	2498	1015	AL	U+12020	𒀠						
BAU311	o0000092	2499	844	AD	U+1201C	𒀜						
BAU311	o0000092	2499	844	AD	U+1201C	𒀜						
BAU312	o0000217	2500	6220	GIŠ	U+12111	𒄑						
BAU313	o0000218	2501	6298	GIŠ@t	U+12115	𒄕						
BAU314	o0000208	2502	5909	GEŠTIN	U+120FE	𒃾						
BAU315	o0027224	2503	2503	BAU315								
BAU316		2504	0								
BAU317	o0000206	2505	4903	GA₂	U+120B7	𒂷						
BAU318	o0001320	2506	5027	|GA₂×NUN|	U+120E0	𒃠						
BAU319	o0001814	2507	10286	|LAGAB×HAL|	U+121C9	𒇉						
BAU319	o0001814	2507	10286	|LAGAB×HAL|	U+121C9	𒇉						
BAU320		2508	0								
BAU321	o0027519	2509	4981	|GA₂×GUD|								
BAU322	o0037837	2510	5051	|GA₂×U₂|								
BAU323		2511	0								
BAU324		2512	0								
BAU325	o0001299	2513	4960	|GA₂×EN|	U+120C9	𒃉						
BAU326	o0000270	2514	8433	KAL	U+12197	𒆗						
BAU327	o0000226	2515	6569	GUR	U+12125	𒄥						
BAU328		2516	0								
BAU329	o0027167	2517	2517	BAU329								
BAU330		2518	0								
BAU331	o0000230	2519	6372	GU₂	U+12118	𒄘						
BAU332	o0001431	2520	6387	|GU₂×KAK|	U+12119	𒄙						
BAU333	o0000088	2521	208	AB	U+1200A	𒀊						
BAU333	o0000088	2521	208	AB	U+1200A	𒀊						
BAU334	o0000089	2522	244	AB@g	U+12015	𒀕						
BAU334bis	o0000749	2523	225	|AB×HA|	U+1200F	𒀏						
BAU335	o0000089	2524	244	AB@g	U+12015	𒀕						
BAU336	o0000582	2525	22720	URU	U+12337	𒌷						
BAU336	o0000582	2525	22720	URU	U+12337	𒌷						
BAU337	o0002553	2526	22724	|URU×A|	U+12338	𒌸						
BAU338	o0000584	2527	22811	URUDA	U+1234F	𒍏						
BAU339	o0000161	2528	3603	DUN₃@g	U+12086	𒂆						
BAU339	o0000161	2528	3603	DUN₃@g	U+12086	𒂆						
BAU340	o0000160	2529	3602	DUN₃	U+12085	𒂅						
BAU341	o0002680	2530	24376	|ZU₅×A|	U+1236C	𒍬						
BAU342	o0000155	2531	3494	DUG	U+12081	𒂁						
BAU343	o0001020	2532	3513	|DUG×HI|	U+12498	𒒘						
BAU344	o0000122	2533	2645	BI	U+12049	𒁉						
BAU345	o0002407	2534	19859	|TA×HI|	U+122ED	𒋭						
BAU346	o0000541	2535	19856	TA	U+122EB	𒋫						
BAU347		2536	0								
BAU348	o0000155	2537	3494	DUG	U+12081	𒂁						
BAU349	o0000155	2538	3494	DUG	U+12081	𒂁						
BAU350	o0000122	2539	2645	BI	U+12049	𒁉						
BAU351	o0000122	2540	2645	BI	U+12049	𒁉						
BAU352	o0000155	2541	3494	DUG	U+12081	𒂁						
BAU353	o0002838	2542	19319	ŠIM	U+122C6	𒋆						
BAU353	o0002838	2542	19319	ŠIM	U+122C6	𒋆						
BAU354	o0002752	2543	19334	|ŠIM×GAR|	U+122CB	𒋋						
BAU355	o0002752	2544	19334	|ŠIM×GAR|	U+122CB	𒋋						
BAU356	o0000546	2545	19902	TAG	U+122F3	𒋳						
BAU357	o0000284	2546	8878	KISAL	U+121A6	𒆦						
BAU358	o0021452	2547	22730	|URU×BAR×DUG|								
BAU359		2548	0								
BAU360	o0002833	2549	19183	ŠEN	U+122BF	𒊿						
BAU361	o0000517	2550	16394	SA	U+12293	𒊓						
BAU362	o0000133	2551	2983	DAG	U+12056	𒁖						
BAU363	o0000277	2552	8347	KA₂	U+1218D	𒆍						
BAU364	o0000277	2553	8347	KA₂	U+1218D	𒆍						
BAU365	o0000180	2554	3705	E₂	U+1208D	𒂍						
BAU365	o0000180	2554	3705	E₂	U+1208D	𒂍						
BAU366	o0027226	2555	2555	BAU366								
BAU366	o0000281	2555	8749	KID	U+121A4	𒆤						
BAU367	o0000574	2556	8453	KALAM	U+12327	𒌧						
BAU368	o0000187	2557	4877	GA	U+120B5	𒂵						
BAU369	o0000188	2558	4901	GA@g	U+120B6	𒂶						
BAU370	o0000117	2559	2025	BAHAR₂	U+12043	𒁃						
BAU371	o0002837	2560	19266	ŠID	U+122C3	𒋃						
BAU372	o0000137	2561	3115	DARA₄	U+12071	𒁱						
BAU373	o0000174	2562	4527	EREN	U+1209E	𒂞						
BAU374	o0000149	2563	3396	DU	U+1207A	𒁺						
BAU374	o0000149	2563	3396	DU	U+1207A	𒁺						
BAU374	o0000149	2563	3396	DU	U+1207A	𒁺						
BAU374	o0000149	2563	3396	DU	U+1207A	𒁺						
BAU375	o0000991	2564	3398	|DU.DU|	x1207A.x1207A	𒁺𒁺						
BAU376	o0000152	2565	3416	DU@s	U+1207D	𒁽						
BAU377	o0028997	2566	6297	GIŠ~v								
BAU378	o0000559	2567	20309	TUM	U+12308	𒌈						
BAU379	o0027193	2568	20316	|TUM×A|								
BAU380	o0000249	2569	7776	IL	U+1214B	𒅋						
BAU381	o0000143	2570	3300	DIM₂	U+12076	𒁶						
BAU382	o0000585	2571	22618	UR₂	U+1232B	𒌫						
BAU383		2572	0								
BAU384	o0000289	2573	9000	KU	U+121AA	𒆪						
BAU385		2574	0								
BAU385a	o0000475	2575	13609	NAM₂	U+12247	𒉇						
BAU385b	o0027201	2576	13611	NAM₂@t								
BAU385c	o0000557	2577	20244	TUG₂	U+12306	𒌆						
BAU386		2578	0								
BAU386a	o0000178	2579	4655	EŠ₂	U+120A0	𒂠						
BAU386a	o0000178	2579	4655	EŠ₂	U+120A0	𒂠						
BAU386b	o0000179	2580	4682	EŠ₂@t	U+F0064	󰁤						
